Channel,Date,Start Time,Program Name,Nola Episode
9.1,2025-04-26,04:30:00,¡Salud! Celebrating San Antonio's Latina Leaders,#404
9.1,2025-04-26,05:00:00,Happy Yoga with Sarah Starr,#601
9.1,2025-04-26,05:30:00,Classical Stretch: By Essentrics,#1309
9.1,2025-04-26,06:00:00,Wild Kratts,#221
9.1,2025-04-26,06:30:00,Alma's Way,#133
9.1,2025-04-26,07:00:00,Lyla in the Loop,#107
9.1,2025-04-26,07:30:00,Carl The Collector,#110
9.1,2025-04-26,08:00:00,Fons & Porter's Love of Quilting,#4204
9.1,2025-04-26,08:30:00,Fit 2 Stitch,#1301
9.1,2025-04-26,09:00:00,Samantha Brown's Places to Love,#804
9.1,2025-04-26,09:30:00,Daytripper,#1508
9.1,2025-04-26,10:00:00,Outside: Beyond The Lens,#301
9.1,2025-04-26,10:30:00,Rick Steves' Europe,#1209
9.1,2025-04-26,11:00:00,Christopher Kimball's Milk Street Television,#805
9.1,2025-04-26,11:30:00,Homemade Live!,#203
9.1,2025-04-26,12:00:00,Christina Cooks: Back to the Cutting Board,#302
9.1,2025-04-26,12:30:00,Steven Raichlen's Planet Barbecue,#103
9.1,2025-04-26,13:00:00,This Old House,#4621
9.1,2025-04-26,13:30:00,Ask This Old House,#2321
9.1,2025-04-26,14:00:00,America's Test Kitchen,#2522
9.1,2025-04-26,14:30:00,Cook's Country,#1722
9.1,2025-04-26,15:00:00,Lidia's Kitchen,#1224
9.1,2025-04-26,15:30:00,Pati's Mexican Table,#510
9.1,2025-04-26,16:00:00,Sara's Weeknight Meals,#502
9.1,2025-04-26,16:30:00,Walkin' West,#104
9.1,2025-04-26,17:00:00,Pbs Newshour Weekend,#2285
9.1,2025-04-26,17:30:00,On The Record,#814
9.1,2025-04-26,18:00:00,Voter Guide 2025,#2025
9.1,2025-04-26,18:30:00,Father Brown,#199
9.1,2025-04-26,19:30:00,Keeping Up Appearances - The Memoirs of Hyacinth Bucket,
9.1,2025-04-26,20:00:00,Midsomer Murders,#607
9.1,2025-04-26,21:39:00,Death In Paradise,#159
9.1,2025-04-26,22:33:00,Austin City Limits,#4913
9.1,2025-04-26,23:30:00,My Music with Rhiannon Giddens,#204
9.1,2025-04-27,00:00:00,South Texas Jazz Project,#0
9.1,2025-04-27,01:00:00,Nova,#4901
9.1,2025-04-27,02:00:00,Changing Planet,#401
9.1,2025-04-27,03:00:00,On The Record,#814
9.1,2025-04-27,03:30:00,Voter Guide 2025,#2025
9.1,2025-04-27,04:00:00,Washington Week with the Atlantic,#6443
9.1,2025-04-27,04:30:00,Firing Line with Margaret Hoover,#843
9.1,2025-04-27,05:00:00,Happy Yoga with Sarah Starr,#602
9.1,2025-04-27,05:30:00,Classical Stretch: By Essentrics,#1310
9.1,2025-04-27,06:00:00,Wild Kratts,#120
9.1,2025-04-27,06:30:00,Alma's Way,#124
9.1,2025-04-27,07:00:00,Lyla in the Loop,#109
9.1,2025-04-27,07:30:00,Carl The Collector,#117
9.1,2025-04-27,08:00:00,Daniel Tiger's Neighborhood,#212
9.1,2025-04-27,08:30:00,Rosie's Rules,#137
9.1,2025-04-27,09:00:00,Sesame Street,#5405
9.1,2025-04-27,09:30:00,Work It Out Wombats!,#102
9.1,2025-04-27,10:00:00,Central Texas Gardener,#2911
9.1,2025-04-27,10:30:00,Texas Parks and Wildlife,#3325
9.1,2025-04-27,11:00:00,Overheard with Evan Smith,#1104
9.1,2025-04-27,11:30:00,Washington Week with the Atlantic,#6443
9.1,2025-04-27,12:00:00,Firing Line with Margaret Hoover,#843
9.1,2025-04-27,12:30:00,Consuelo Mack Wealthtrack,#2143
9.1,2025-04-27,13:00:00,On The Record,#814
9.1,2025-04-27,13:30:00,Voter Guide 2025,#2025
9.1,2025-04-27,14:00:00,Finding Your Roots,#910
9.1,2025-04-27,15:00:00,Ancient Roads from Christ to Constantine,#105
9.1,2025-04-27,16:00:00,Ancient Roads from Christ to Constantine,#106
9.1,2025-04-27,17:00:00,Pbs Newshour Weekend,#2286
9.1,2025-04-27,17:30:00,Dw Focus On Europe,#4318
9.1,2025-04-27,18:00:00,Sister Boniface Mysteries,#108
9.1,2025-04-27,19:00:00,Call The Midwife,#1405
9.1,2025-04-27,20:00:00,Wolf Hall: The Mirror and the Light On Masterpiece,#5519
9.1,2025-04-27,21:00:00,Marie Antoinette,#206
9.1,2025-04-27,22:00:00,The Paris Murders,#212
9.1,2025-04-27,23:00:00,Death In Paradise,#159
9.1,2025-04-28,00:00:00,Wolf Hall: The Mirror and the Light On Masterpiece,#5519
9.1,2025-04-28,01:00:00,Marie Antoinette,#206
9.1,2025-04-28,02:00:00,Great Performances,#5205
9.1,2025-04-28,03:00:00,International Jazz Day from Morocco,#0
9.1,2025-04-28,04:00:00,Finding Your Roots,#910
9.1,2025-04-28,05:00:00,Happy Yoga with Sarah Starr,#603
9.1,2025-04-28,05:30:00,Classical Stretch: By Essentrics,#1311
9.1,2025-04-28,06:00:00,Cyberchase,#1106
9.1,2025-04-28,06:30:00,Wild Kratts,#222
9.1,2025-04-28,07:00:00,Lyla in the Loop,#123
9.1,2025-04-28,07:30:00,Carl The Collector,#113
9.1,2025-04-28,08:00:00,Daniel Tiger's Neighborhood,#612
9.1,2025-04-28,08:30:00,Rosie's Rules,#139
9.1,2025-04-28,09:00:00,Sesame Street,#5428
9.1,2025-04-28,09:30:00,Work It Out Wombats!,#134
9.1,2025-04-28,10:00:00,Donkey Hodie,#135
9.1,2025-04-28,10:30:00,Pinkalicious & Peterrific,#303
9.1,2025-04-28,11:00:00,Elinor Wonders Why,#213
9.1,2025-04-28,11:30:00,Nature Cat,#502
9.1,2025-04-28,12:00:00,Molly of Denali,#412
9.1,2025-04-28,12:30:00,Xavier Riddle and the Secret Museum,#221
9.1,2025-04-28,13:00:00,Sit and Be Fit,#1205
9.1,2025-04-28,13:30:00,Classical Stretch: By Essentrics,#1311
9.1,2025-04-28,14:00:00,Father Brown,#199
9.1,2025-04-28,15:00:00,Midsomer Murders,#607
9.1,2025-04-28,17:00:00,Bbc News America,#1076
9.1,2025-04-28,17:30:00,Bbc News The Context,#1076
9.1,2025-04-28,18:00:00,The Pbs News Hour,#14716
9.1,2025-04-28,19:00:00,Antiques Roadshow,#2915
9.1,2025-04-28,20:00:00,Antiques Roadshow,#1914
9.1,2025-04-28,21:00:00,Conversations: Mayoral Race 2025,#0
9.1,2025-04-28,22:00:00,Pov,#3714
9.1,2025-04-28,23:30:00,Amanpour and Company,#7216
9.1,2025-04-29,00:30:00,Antiques Roadshow,#1914
9.1,2025-04-29,01:30:00,Ask This Old House,#1602
9.1,2025-04-29,02:00:00,Call The Midwife,#1405
9.1,2025-04-29,03:00:00,Wolf Hall: The Mirror and the Light On Masterpiece,#5519
9.1,2025-04-29,04:00:00,Marie Antoinette,#206
9.1,2025-04-29,05:00:00,Happy Yoga with Sarah Starr,#604
9.1,2025-04-29,05:30:00,Classical Stretch: By Essentrics,#1312
9.1,2025-04-29,06:00:00,Cyberchase,#1307
9.1,2025-04-29,06:30:00,Wild Kratts,#714
9.1,2025-04-29,07:00:00,Lyla in the Loop,#124
9.1,2025-04-29,07:30:00,Carl The Collector,#115
9.1,2025-04-29,08:00:00,Daniel Tiger's Neighborhood,#311
9.1,2025-04-29,08:30:00,Rosie's Rules,#116
9.1,2025-04-29,09:00:00,Sesame Street,#5405
9.1,2025-04-29,09:30:00,Work It Out Wombats!,#125
9.1,2025-04-29,10:00:00,Donkey Hodie,#222
9.1,2025-04-29,10:30:00,Pinkalicious & Peterrific,#122
9.1,2025-04-29,11:00:00,Elinor Wonders Why,#214
9.1,2025-04-29,11:30:00,Nature Cat,#504
9.1,2025-04-29,12:00:00,Molly of Denali,#119
9.1,2025-04-29,12:30:00,Xavier Riddle and the Secret Museum,#104
9.1,2025-04-29,13:00:00,Sit and Be Fit,#1206
9.1,2025-04-29,13:30:00,Classical Stretch: By Essentrics,#1312
9.1,2025-04-29,14:00:00,Antiques Roadshow,#2915
9.1,2025-04-29,15:00:00,Antiques Roadshow,#1914
9.1,2025-04-29,16:00:00,Call The Midwife,#1405
9.1,2025-04-29,17:00:00,Bbc News America,#1077
9.1,2025-04-29,17:30:00,Bbc News The Context,#1077
9.1,2025-04-29,18:00:00,The Pbs News Hour,#14717
9.1,2025-04-29,19:00:00,Finding Your Roots,#1002
9.1,2025-04-29,20:00:00,Pati Jinich Explores Panamericana,#101
9.1,2025-04-29,21:00:00,Independent Lens,#2616
9.1,2025-04-29,22:30:00,Tell Me More with Kelly Corrigan,#610
9.1,2025-04-29,23:00:00,Amanpour and Company,#7217
9.1,2025-04-30,00:00:00,Firing Line with Margaret Hoover,#843
9.1,2025-04-30,00:30:00,Pati Jinich Explores Panamericana,#101
9.1,2025-04-30,01:30:00,Independent Lens,#2616
9.1,2025-04-30,03:00:00,Pov,#3714
9.1,2025-04-30,04:30:00,Ask This Old House,#1603
9.1,2025-04-30,05:00:00,Happy Yoga with Sarah Starr,#605
9.1,2025-04-30,05:30:00,Classical Stretch: By Essentrics,#1313
9.1,2025-04-30,06:00:00,Cyberchase,#1108
9.1,2025-04-30,06:30:00,Wild Kratts,#223
9.1,2025-04-30,07:00:00,Lyla in the Loop,#117
9.1,2025-04-30,07:30:00,Carl The Collector,#101
9.1,2025-04-30,08:00:00,Daniel Tiger's Neighborhood,#611
9.1,2025-04-30,08:30:00,Rosie's Rules,#140
9.1,2025-04-30,09:00:00,Sesame Street,#5429
9.1,2025-04-30,09:30:00,Work It Out Wombats!,#131
9.1,2025-04-30,10:00:00,Donkey Hodie,#134
9.1,2025-04-30,10:30:00,Pinkalicious & Peterrific,#606
9.1,2025-04-30,11:00:00,Elinor Wonders Why,#215
9.1,2025-04-30,11:30:00,Nature Cat,#501
9.1,2025-04-30,12:00:00,Molly of Denali,#406
9.1,2025-04-30,12:30:00,Xavier Riddle and the Secret Museum,#223
9.1,2025-04-30,13:00:00,Sit and Be Fit,#1207
9.1,2025-04-30,13:30:00,Classical Stretch: By Essentrics,#1313
9.1,2025-04-30,14:00:00,Finding Your Roots,#1002
9.1,2025-04-30,15:00:00,Pati Jinich Explores Panamericana,#101
9.1,2025-04-30,16:00:00,Conversations: Mayoral Race 2025,#0
9.1,2025-04-30,17:00:00,Bbc News America,#1078
9.1,2025-04-30,17:30:00,Bbc News The Context,#1078
9.1,2025-04-30,18:00:00,The Pbs News Hour,#14718
9.1,2025-04-30,19:00:00,Nature,#4108
9.1,2025-04-30,20:00:00,Nova,#5209
9.1,2025-04-30,22:00:00,South Texas Jazz Project,#0
9.1,2025-04-30,23:00:00,Amanpour and Company,#7218
9.1,2025-05-01,00:00:00,Nova,#5209
9.1,2025-05-01,02:00:00,Antiques Roadshow,#1914
9.1,2025-05-01,03:00:00,Pati Jinich Explores Panamericana,#101
9.1,2025-05-01,04:00:00,Finding Your Roots,#1002
9.1,2025-05-01,05:00:00,Happy Yoga with Sarah Starr,#606
9.1,2025-05-01,05:30:00,Classical Stretch: By Essentrics,#1314
9.1,2025-05-01,06:00:00,Cyberchase,#1501
9.1,2025-05-01,06:30:00,Wild Kratts,#604
9.1,2025-05-01,07:00:00,Acoustic Rooster and His Barnyard Band,#0
9.1,2025-05-01,08:00:00,Daniel Tiger's Neighborhood,#317
9.1,2025-05-01,08:30:00,Rosie's Rules,#107
9.1,2025-05-01,09:00:00,Sesame Street,#5428
9.1,2025-05-01,09:30:00,Work It Out Wombats!,#135
9.1,2025-05-01,10:00:00,Donkey Hodie,#115
9.1,2025-05-01,10:30:00,Pinkalicious & Peterrific,#128
9.1,2025-05-01,11:00:00,Elinor Wonders Why,#208
9.1,2025-05-01,11:30:00,Nature Cat,#505
9.1,2025-05-01,12:00:00,Molly of Denali,#419
9.1,2025-05-01,12:30:00,Xavier Riddle and the Secret Museum,#108
9.1,2025-05-01,13:00:00,Sit and Be Fit,#1208
9.1,2025-05-01,13:30:00,Classical Stretch: By Essentrics,#1314
9.1,2025-05-01,14:00:00,Nature,#4108
9.1,2025-05-01,15:00:00,Epic Train Journeys from Above,#102
9.1,2025-05-01,16:00:00,"Spy in the Ocean, A Nature Miniseries",#101
9.1,2025-05-01,17:00:00,Bbc News America,#1079
9.1,2025-05-01,17:30:00,Bbc News The Context,#1079
9.1,2025-05-01,18:00:00,The Pbs News Hour,#14719
9.1,2025-05-01,19:00:00,On The Record,#815
9.1,2025-05-01,19:30:00,¡Salud! Celebrating San Antonio's Latina Leaders,#405
9.1,2025-05-01,20:00:00,Sister Boniface Mysteries,#109
9.1,2025-05-01,21:00:00,Father Brown,#200
9.1,2025-05-01,22:00:00,Grantchester On Masterpiece,#5439
9.1,2025-05-01,23:00:00,Amanpour and Company,#7219
9.1,2025-05-02,00:00:00,Independent Lens,#2616
9.1,2025-05-02,01:30:00,Ask This Old House,#1605
9.1,2025-05-02,02:00:00,Nature,#4108
9.1,2025-05-02,03:00:00,Nova,#5209
9.1,2025-05-02,05:00:00,Happy Yoga with Sarah Starr,#607
9.1,2025-05-02,05:30:00,Classical Stretch: By Essentrics,#1315
9.1,2025-05-02,06:00:00,Cyberchase,#1505
9.1,2025-05-02,06:30:00,Wild Kratts,#608
9.1,2025-05-02,07:00:00,Lyla in the Loop,#126
9.1,2025-05-02,07:30:00,Carl The Collector,#118
9.1,2025-05-02,08:00:00,Daniel Tiger's Neighborhood,#316
9.1,2025-05-02,08:30:00,Rosie's Rules,#117
9.1,2025-05-02,09:00:00,Sesame Street,#5409
9.1,2025-05-02,09:30:00,Work It Out Wombats!,#116
9.1,2025-05-02,10:00:00,Donkey Hodie,#208
9.1,2025-05-02,10:30:00,Pinkalicious & Peterrific,#201
9.1,2025-05-02,11:00:00,Elinor Wonders Why,#137
9.1,2025-05-02,11:30:00,Nature Cat,#405
9.1,2025-05-02,12:00:00,Molly of Denali,#306
9.1,2025-05-02,12:30:00,Xavier Riddle and the Secret Museum,#210
9.1,2025-05-02,13:00:00,Sit and Be Fit,#1209
9.1,2025-05-02,13:30:00,Classical Stretch: By Essentrics,#1315
9.1,2025-05-02,14:00:00,Nova,#5209
9.1,2025-05-02,17:00:00,Bbc News America,#1080
9.1,2025-05-02,17:30:00,Bbc News The Context,#1080
9.1,2025-05-02,18:00:00,The Pbs News Hour,#14720
9.1,2025-05-02,19:00:00,Washington Week with the Atlantic,#6444
9.1,2025-05-02,19:30:00,Firing Line with Margaret Hoover,#844
9.1,2025-05-02,20:00:00,Great Performances,#5206
9.1,2025-05-02,21:00:00,Lang Lang - Favourite Melodies,#0
9.1,2025-05-02,22:00:00,Austin City Limits,#4910
9.1,2025-05-02,23:00:00,Amanpour and Company,#7220
9.1,2025-05-03,00:00:00,Great Performances,#5206
9.1,2025-05-03,01:00:00,Lang Lang - Favourite Melodies,#0
9.1,2025-05-03,02:00:00,Wild Metropolis,#101
9.1,2025-05-03,03:00:00,Wild Metropolis,#102
9.1,2025-05-03,04:00:00,On The Record,#815
9.1,2025-05-03,04:30:00,¡Salud! Celebrating San Antonio's Latina Leaders,#405
9.1,2025-05-03,05:00:00,Happy Yoga with Sarah Starr,#608
9.1,2025-05-03,05:30:00,Classical Stretch: By Essentrics,#1316
9.1,2025-05-03,06:00:00,Wild Kratts,#604
9.1,2025-05-03,06:30:00,Alma's Way,#125
9.1,2025-05-03,07:00:00,Lyla in the Loop,#123
9.1,2025-05-03,07:30:00,Carl The Collector,#113
9.1,2025-05-03,08:00:00,Fons & Porter's Love of Quilting,#4405
9.1,2025-05-03,08:30:00,Fit 2 Stitch,#1302
9.1,2025-05-03,09:00:00,Samantha Brown's Places to Love,#805
9.1,2025-05-03,09:30:00,Daytripper,#1509
9.1,2025-05-03,10:00:00,Rick Steves' Europe: A Symphonic Journey,#0
9.1,2025-05-03,11:00:00,Christopher Kimball's Milk Street Television,#806
9.1,2025-05-03,11:30:00,Homemade Live!,#204
9.1,2025-05-03,12:00:00,Christina Cooks: Back to the Cutting Board,#303
9.1,2025-05-03,12:30:00,Steven Raichlen's Planet Barbecue,#104
9.1,2025-05-03,13:00:00,This Old House,#4622
9.1,2025-05-03,13:30:00,Ask This Old House,#2322
9.1,2025-05-03,14:00:00,America's Test Kitchen,#2523
9.1,2025-05-03,14:30:00,Cook's Country,#1723
9.1,2025-05-03,15:00:00,Lidia's Kitchen,#1220
9.1,2025-05-03,15:30:00,Pati's Mexican Table,#511
9.1,2025-05-03,16:00:00,Sara's Weeknight Meals,#503
9.1,2025-05-03,16:30:00,Walkin' West,#201
9.1,2025-05-03,17:00:00,Pbs Newshour Weekend,#2287
9.1,2025-05-03,17:30:00,On The Record,#815
9.1,2025-05-03,18:00:00,Father Brown,#200
9.1,2025-05-03,19:00:00,Keeping Up Appearances - The Memoirs of Hyacinth Bucket,
9.1,2025-05-03,19:30:00,Keeping Up Appearances - The Memoirs of Hyacinth Bucket,
9.1,2025-05-03,20:00:00,Midsomer Murders,#609
9.1,2025-05-03,21:39:00,Death In Paradise,#160
9.1,2025-05-03,22:32:00,Acl 10th Annual Hall of Fame Honors Garth Brooks,#0
9.1,2025-05-03,23:30:00,My Music with Rhiannon Giddens,#301
9.2,2025-04-13,00:00:00,A Town Called Victoria,#102
9.2,2025-04-13,01:00:00,America Reframed,#1003
9.2,2025-04-13,02:32:35,Walk The Walk,#0
9.2,2025-04-13,03:00:27,Tulsa: The Fire and the Forgotten,#0
9.2,2025-04-13,04:30:00,Stories from the Stage,#813
9.2,2025-04-13,05:00:00,On Story,#1406
9.2,2025-04-13,05:30:00,To The Contrary with Bonnie Erbe,#3404
9.2,2025-04-13,06:00:00,Washington Week with the Atlantic,#6441
9.2,2025-04-13,06:30:00,The Open Mind,#4422
9.2,2025-04-13,07:00:00,Dw Focus On Europe,#4316
9.2,2025-04-13,07:30:00,Dw Global Us,#1715
9.2,2025-04-13,08:00:00,America Reframed,#1003
9.2,2025-04-13,09:33:05,Walk The Walk,#0
9.2,2025-04-13,10:00:57,The Chavis Chronicles,#502
9.2,2025-04-13,10:30:00,Laura Flanders & Friends,#202
9.2,2025-04-13,11:00:00,Grantchester On Masterpiece,#5229
9.2,2025-04-13,12:00:00,Grantchester On Masterpiece,#5230
9.2,2025-04-13,13:00:00,Great Performances,#5203
9.2,2025-04-13,14:00:00,Great Performances,#5111
9.2,2025-04-13,15:00:00,All-Star Orchestra,#602
9.2,2025-04-13,16:00:00,Celebrity Antiques Road Trip,#702
9.2,2025-04-13,17:00:00,Consuelo Mack Wealthtrack,#2141
9.2,2025-04-13,17:30:00,On The Record,#812
9.2,2025-04-13,18:00:57,History with David Rubenstein,#603
9.2,2025-04-13,18:30:00,History with David Rubenstein,#604
9.2,2025-04-13,19:00:00,Nature,#4311
9.2,2025-04-13,20:00:00,Finding Your Roots,#1110
9.2,2025-04-13,21:00:00,Pov,#3508
9.2,2025-04-13,22:30:00,Forest Her: The Next Wave of Conservations,#0
9.2,2025-04-13,23:00:00,Nature,#4311
9.2,2025-04-14,00:00:00,Finding Your Roots,#1110
9.2,2025-04-14,01:00:00,Pov,#3508
9.2,2025-04-14,02:30:00,Forest Her: The Next Wave of Conservations,#0
9.2,2025-04-14,03:00:00,People Among The Plastic: Excess in the Anthropocene,#0
9.2,2025-04-14,04:00:00,History with David Rubenstein,#603
9.2,2025-04-14,04:30:00,History with David Rubenstein,#604
9.2,2025-04-14,05:00:00,Bbc News,#1066
9.2,2025-04-14,05:30:00,Whitney Reynolds Show,#606
9.2,2025-04-14,06:00:13,Newsroom Tokyo,#25074
9.2,2025-04-14,06:27:13,Newsline In Depth,#25074
9.2,2025-04-14,06:40:13,Direct Talk,#25074
9.2,2025-04-14,07:00:00,Nature,#4311
9.2,2025-04-14,08:00:00,Finding Your Roots,#1110
9.2,2025-04-14,09:00:00,Pov,#3508
9.2,2025-04-14,10:30:00,Forest Her: The Next Wave of Conservations,#0
9.2,2025-04-14,11:00:00,Sit and Be Fit,#1908
9.2,2025-04-14,11:30:00,Classical Stretch: By Essentrics,#1525
9.2,2025-04-14,12:00:00,Sister Boniface Mysteries,#106
9.2,2025-04-14,13:00:00,Father Brown,#197
9.2,2025-04-14,14:00:00,Sanditon On Masterpiece,#5002
9.2,2025-04-14,15:00:00,Call The Midwife,#1403
9.2,2025-04-14,16:00:00,Wolf Hall: The Mirror and the Light On Masterpiece,#5517
9.2,2025-04-14,17:00:00,France 24,#25074
9.2,2025-04-14,17:30:07,Nhk Newsline,#15206
9.2,2025-04-14,18:00:00,Austin City Limits,#5008
9.2,2025-04-14,19:00:00,The Pbs News Hour,#14706
9.2,2025-04-14,20:00:00,Miss Scarlet and the Duke On Masterpiece,#5113
9.2,2025-04-14,21:00:00,Rfds: Royal Flying Doctor Service,#105
9.2,2025-04-14,22:00:00,Dw The Day,#14076
9.2,2025-04-14,22:30:00,Bbc News,#1066
9.2,2025-04-14,23:00:00,The Secret Song,#0
9.2,2025-04-15,00:00:00,Repairing The World: Stories from the Tree of Life,#0
9.2,2025-04-15,01:30:00,Stories from the Stage,#814
9.2,2025-04-15,02:00:00,The Pbs News Hour,#14706
9.2,2025-04-15,03:00:00,Amanpour and Company,#7206
9.2,2025-04-15,04:00:00,Greta Thunberg: A Year to Change The World,#101
9.2,2025-04-15,05:00:00,Bbc News,#1067
9.2,2025-04-15,05:30:00,Asia Insight,#1241
9.2,2025-04-15,06:00:13,Newsroom Tokyo,#25075
9.2,2025-04-15,06:27:13,Newsline In Depth,#25075
9.2,2025-04-15,06:40:13,Direct Talk,#25075
9.2,2025-04-15,07:00:00,The Secret Song,#0
9.2,2025-04-15,08:00:00,Repairing The World: Stories from the Tree of Life,#0
9.2,2025-04-15,09:30:00,Stories from the Stage,#814
9.2,2025-04-15,10:00:00,Greta Thunberg: A Year to Change The World,#101
9.2,2025-04-15,11:00:00,Sit and Be Fit,#1909
9.2,2025-04-15,11:30:00,Classical Stretch: By Essentrics,#1401
9.2,2025-04-15,12:00:00,Consuelo Mack Wealthtrack,#2141
9.2,2025-04-15,12:30:00,Asia Insight,#1241
9.2,2025-04-15,13:00:00,Opportunity Knocks,#207
9.2,2025-04-15,13:30:00,Opportunity Knocks,#208
9.2,2025-04-15,14:00:00,Opportunity Knocks,#209
9.2,2025-04-15,14:30:00,Opportunity Knocks,#210
9.2,2025-04-15,15:00:00,Opportunity Knocks,#211
9.2,2025-04-15,15:30:00,Opportunity Knocks,#212
9.2,2025-04-15,16:00:00,Civilizations,#106
9.2,2025-04-15,17:00:00,France 24,#25075
9.2,2025-04-15,17:30:07,Nhk Newsline,#15207
9.2,2025-04-15,18:00:00,Woodsongs,#2607
9.2,2025-04-15,19:00:00,The Pbs News Hour,#14707
9.2,2025-04-15,20:00:00,Great Performances,#5203
9.2,2025-04-15,21:00:00,Great Performances,#5111
9.2,2025-04-15,22:00:00,American Masters,#3608
9.2,2025-04-16,00:00:00,The Future of Nature,#103
9.2,2025-04-16,01:00:00,"Sea Change: The Gulf of Maine, A Nova Special",
9.2,2025-04-16,02:00:00,The Pbs News Hour,#14707
9.2,2025-04-16,03:00:00,Amanpour and Company,#7207
9.2,2025-04-16,04:00:00,Greta Thunberg: A Year to Change The World,#102
9.2,2025-04-16,05:00:00,Bbc News,#1068
9.2,2025-04-16,05:30:00,Gzero World with Ian Bremmer,#741
9.2,2025-04-16,06:00:13,Newsroom Tokyo,#25076
9.2,2025-04-16,06:27:13,Newsline In Depth,#25076
9.2,2025-04-16,06:40:13,Direct Talk,#25076
9.2,2025-04-16,07:00:00,Nova,#5207
9.2,2025-04-16,08:00:00,The Future of Nature,#103
9.2,2025-04-16,09:00:00,"Sea Change: The Gulf of Maine, A Nova Special",
9.2,2025-04-16,10:00:00,Greta Thunberg: A Year to Change The World,#102
9.2,2025-04-16,11:00:00,Sit and Be Fit,#1910
9.2,2025-04-16,11:30:00,Classical Stretch: By Essentrics,#1402
9.2,2025-04-16,12:00:00,To The Contrary with Bonnie Erbe,#3404
9.2,2025-04-16,12:30:00,Energy Switch,#601
9.2,2025-04-16,13:00:00,Opportunity Knocks,#213
9.2,2025-04-16,13:30:00,Opportunity Knocks,#101
9.2,2025-04-16,14:00:00,Opportunity Knocks,#102
9.2,2025-04-16,14:30:00,Opportunity Knocks,#103
9.2,2025-04-16,15:00:00,Opportunity Knocks,#104
9.2,2025-04-16,15:30:00,Opportunity Knocks,#105
9.2,2025-04-16,16:00:00,The Green Planet,#103
9.2,2025-04-16,17:00:00,France 24,#25076
9.2,2025-04-16,17:30:07,Nhk Newsline,#15208
9.2,2025-04-16,18:00:00,Song of the Mountains,#1912
9.2,2025-04-16,19:00:00,The Pbs News Hour,#14708
9.2,2025-04-16,20:00:00,The Corridors of Power,#0
9.2,2025-04-16,22:00:00,Dw The Day,#14078
9.2,2025-04-16,22:30:00,Bbc News,#1068
9.2,2025-04-16,23:00:00,"Barry Farm: Community, Land and Justice In Washing D.C.",
9.2,2025-04-17,00:00:00,The Corridors of Power,#0
9.2,2025-04-17,02:00:00,The Pbs News Hour,#14708
9.2,2025-04-17,03:00:00,Amanpour and Company,#7208
9.2,2025-04-17,04:00:00,Greta Thunberg: A Year to Change The World,#103
9.2,2025-04-17,05:00:00,Bbc News,#1069
9.2,2025-04-17,05:30:00,Story in the Public Square,#1415
9.2,2025-04-17,06:00:13,Newsroom Tokyo,#25077
9.2,2025-04-17,06:27:13,Newsline In Depth,#25077
9.2,2025-04-17,06:40:13,Direct Talk,#25077
9.2,2025-04-17,07:00:00,"Barry Farm: Community, Land and Justice In Washing D.C.",
9.2,2025-04-17,08:00:00,The Corridors of Power,#0
9.2,2025-04-17,10:00:00,Greta Thunberg: A Year to Change The World,#103
9.2,2025-04-17,11:00:00,Sit and Be Fit,#1701
9.2,2025-04-17,11:30:00,Classical Stretch: By Essentrics,#1403
9.2,2025-04-17,12:00:00,Story in the Public Square,#1415
9.2,2025-04-17,12:30:00,Second Opinion with Joan Lunden,#1704
9.2,2025-04-17,13:00:00,Opportunity Knocks,#106
9.2,2025-04-17,13:30:00,Opportunity Knocks,#107
9.2,2025-04-17,14:00:00,Opportunity Knocks,#108
9.2,2025-04-17,14:30:00,Opportunity Knocks,#109
9.2,2025-04-17,15:00:00,Opportunity Knocks,#110
9.2,2025-04-17,15:30:00,Opportunity Knocks,#111
9.2,2025-04-17,16:00:00,Lucy Worsley's Royal Myths & Secrets,#105
9.2,2025-04-17,17:00:00,France 24,#25077
9.2,2025-04-17,17:30:07,Nhk Newsline,#15209
9.2,2025-04-17,18:00:00,Songs at the Center,#811
9.2,2025-04-17,18:30:00,Songs at the Center,#812
9.2,2025-04-17,19:00:00,The Pbs News Hour,#14709
9.2,2025-04-17,20:00:00,The Future of Nature,#104
9.2,2025-04-17,21:00:00,Changing Planet,#301
9.2,2025-04-17,22:00:00,Dw The Day,#14079
9.2,2025-04-17,22:30:00,Bbc News,#1069
9.2,2025-04-17,23:00:00,America Reframed,#1103
9.2,2025-04-18,00:30:00,Pov Shorts,#604
9.2,2025-04-18,01:00:00,Reel South,#1002
9.2,2025-04-18,02:00:00,The Pbs News Hour,#14709
9.2,2025-04-18,03:00:00,Amanpour and Company,#7209
9.2,2025-04-18,04:00:00,Forest Her: The Next Wave of Conservations,#0
9.2,2025-04-18,04:30:00,Stories from the Stage,#814
9.2,2025-04-18,05:00:00,Bbc News,#1070
9.2,2025-04-18,05:30:00,Closer to Truth's Philosophy of Biology,#208
9.2,2025-04-18,06:00:13,Newsroom Tokyo,#25078
9.2,2025-04-18,06:27:13,Newsline In Depth,#25078
9.2,2025-04-18,06:40:13,Direct Talk,#25078
9.2,2025-04-18,07:00:00,America Reframed,#1103
9.2,2025-04-18,08:30:00,Pov Shorts,#604
9.2,2025-04-18,09:00:00,Reel South,#1002
9.2,2025-04-18,10:00:00,Forest Her: The Next Wave of Conservations,#0
